NAME_a,NAME_b,F0,ZZ,XX,YY,DISC_DATE,R_LUM,R_LUM14
J1552-4937,fsk+04 ,159.12642440936,4,lem+15 ,0.18,-1.51,5.85,2004,,1.31
J1552+5437,pbh+17 ,411.88053142429,10,pbh+17 ,1.94,1.79,8.36,2017,,
J1552-62,bbb+12 ,5.030181,0,bbb+12 ,-0.43,-2.34,5.46,2012,,4.47
B1550-54,mlt+78 ,0.9247885671,13,nmc81 ,-0.06,-2.05,5.32,1978,186.73,12.93
J1554+18,dsm+16 ,,0,,2.01,0.96,6.89,2016,,
J1554-5209,kle+10 ,7.98533519368,5,kkl+11 ,0.06,-1.59,5.86,2010,,
J1554-5512,kbm+03 ,0.2925653886,3,kbm+03 ,-0.13,-3.47,3.14,2003,,4.49
J1555-0515,blr+13 ,1.02521002621,6,blr+13 ,0.89,0.09,7.23,2013,,
B1552-23,mlt+78 ,1.877660147286,6,hlk+04 ,1.44,-0.69,5.11,1978,106.88,12.66
B1552-31,mlt+78 ,1.930092885690,3,hlk+04 ,1.53,-1.51,3.65,1978,533.71,106.74
J1556+01,ttm+18 ,,0,,0.81,0.18,7.50,2018,,
J1556-5358,kbm+03 ,1.00534775968,15,kbm+03 ,-0.04,-2.65,4.24,2003,,13.36
J1557-4258,mld+96 ,3.037788345533,19,dsb+98 ,1.19,-3.58,0.74,1996,2979.08,201.09
J1558-5419,mlc+01 ,1.6818728617,4,mlc+01 ,-0.11,-3.93,2.19,2001,,22.08
J1558-5756,lfl+06 ,0.890994259795,19,lfl+06 ,-0.21,-1.87,5.76,2006,,2.09
J1559-44,bcm+15 ,0.854781,0,bcm+15 ,0.58,-2.03,4.18,2015,,
B1556-44,vl72 ,3.890201435169,17,smd93 ,0.26,-0.98,6.44,1972,581.90,196.26
B1555-55,mlt+78 ,1.0446674277,5,nmc81 ,-0.15,-2.23,5.03,1978,255.85,12.28
J1600-3053,jbo+07 ,277.9377112429746,6,abb+18 ,0.51,-0.47,6.84,2007,,8.10
B1557-50,kac+73 ,5.192074762764,19,cuo03 ,0.20,-3.38,2.49,1973,,999.81
B1556-57,mlt+78 ,5.1425916669,3,smd93 ,-0.27,-2.33,5.04,1978,349.45,43.68
J1600-5916,lfl+06 ,0.80149644258,17,lfl+06 ,-0.47,-3.23,3.88,2006,,10.57
J1601-50,kek+13 ,1.161741,6,kek+13 ,0.04,-0.66,7.30,2013,,0.75
J1601-5244,mlc+01 ,0.390723195,1,mlc+01 ,0.00,-2.08,4.98,2001,,2.17
J1601-5335,mlc+01 ,3.46672708011,19,mlc+01 ,-0.04,-1.85,5.43,2001,,3.20
J1602-4957,kbm+03 ,1.2195270126,3,kbm+03 ,0.22,-2.89,3.21,2003,,6.18
B1558-50,kac+73 ,1.15710291798,7,dmk+93 ,0.18,-3.92,1.53,1973,2880.00,448.00
J1603+18,dsm+16 ,1.988072,0,dsm+16 ,17.76,9.54,-6.28,2016,,
J1603-2531,mld+96 ,3.53269039200,15,hlk+04 ,1.17,-0.65,5.36,1996,174.42,
B1600-27,mlt+78 ,1.284829820773,5,hlk+04 ,0.74,-0.49,6.37,1978,106.72,9.07
J1603-3539,ebvb01 ,7.04678981942,5,ebvb01 ,0.89,-1.29,4.71,2001,,15.13
J1603-5657,lml+98 ,2.0158156336,4,dsb+98 ,-0.39,-3.67,2.87,1998,362.34,40.76
J1603-7202,llb+96 ,67.376581131844,3,rhc+16 ,-0.13,-0.35,8.13,1996,5.90,0.87
J1604-31,kbj+18 ,1.131371,7,kbj+18 ,0.90,-0.90,5.34,2018,,
J1604-44,kjr+11 ,0.719839,0,kjr+11 ,0.78,-3.27,1.44,2011,,
J1604-4718,lfl+06 ,1.89585724668,7,lfl+06 ,0.08,-0.54,7.42,2006,,0.32
B1600-49,mlt+78 ,3.05420381528,13,smd93 ,0.14,-1.50,5.66,1978,456.21,63.25
J1604-7203,lml+98 ,2.92909024976,4,dsb+98 ,-0.40,-1.06,7.38,1998,25.28,
J1605+3249,hab07 ,0.145349,0,hab07 ,0.00,0.00,8.50,2007,,
J1605-5215,mlc+01 ,0.9865739642,4,mlc+01 ,0.00,-2.53,4.08,2001,,5.70
B1601-52,kac+73 ,1.5197265813,12,nmc81 ,-0.01,-0.46,7.71,1973,25.39,17.77
B1604-00,vl70 ,2.3707006046372,7,hlk+04 ,0.39,0.10,7.96,1970,24.97,0.79
J1607-5140,mlc+01 ,2.9178100260,7,mlc+01 ,0.02,-2.49,4.03,2001,,6.82
J1607-6449,bbb+12 ,3.35439493491,11,bbb+12 ,-0.57,-2.10,5.82,2012,,2.62
J1609-1930,jbo+09 ,0.64188261702,3,jbo+09 ,0.70,-0.17,6.86,2009,,0.96
J1609-4616,hfs+04 ,4.00626652456,8,hfs+04 ,0.26,-1.60,5.12,2004,,5.34
J1609-5158,mlc+01 ,0.7816149446,4,mlc+01 ,-0.02,-3.15,2.84,2001,,11.34
B1607-13,dtws85 ,0.981939436993,10,hlk+04 ,1.47,-0.03,5.60,1985,169.00,
J1610-17,bb10 ,,0,,1.54,-0.26,5.07,2010,,
J1610-5006,mlc+01 ,2.07848849726,19,mlc+01 ,0.10,-2.64,3.48,2001,,51.44
J1610-5303,kbm+03 ,1.27150751219,15,kbm+03 ,-0.10,-2.66,3.86,2003,,21.75
J1611-01,kkl+15 ,0.771087,12,kkl+15 ,1.13,0.30,6.86,2015,,
J1611-4811,kbm+03 ,0.7710990598,18,kbm+03 ,0.21,-2.18,4.11,2003,,1.93
J1611-4949,mlc+01 ,1.50051485024,16,mlc+01 ,0.14,-3.33,2.08,2001,,30.32
B1607-52,jlm+92 ,5.47970249107,13,jml+95 ,-0.02,-1.43,5.92,1992,,12.62
J1611-5847,lfl+06 ,2.820474141608,14,lfl+06 ,-0.23,-1.36,6.44,2006,,0.68
J1612+2008,blr+13 ,2.343863635131,7,blr+13 ,1.20,0.73,7.48,2013,,
J1612-2408,jbo+09 ,1.08244588656,4,jbo+09 ,0.92,-0.41,5.94,2009,,3.78
J1612-49,ncb+15 ,5.189758750,4,ncb+15 ,0.14,-2.86,2.89,2015,,6.35
J1612-5136,kbm+03 ,2.0690632142,6,kbm+03 ,-0.02,-3.20,2.63,2003,,8.95
J1612-55,ncb+15 ,1.180767,5,ncb+15 ,-0.34,-3.57,2.57,2015,,5.28
J1612-5805,kjv+10 ,1.62464136971,8,bbb+12 ,-0.48,-3.01,3.87,2010,,9.21
B1609-47,mlt+78 ,2.6152272200,4,nmc81 ,0.17,-1.51,5.32,1978,210.64,17.35
J1613-5211,mlc+01 ,2.1857836648,3,mlc+01 ,-0.06,-2.27,4.37,2001,,6.43
J1613-5234,mlc+01 ,1.5262035513,4,mlc+01 ,-0.14,-3.61,2.01,2001,,15.46
B1612+07,mlt+78 ,0.828636733302,3,hlk+04 ,1.01,0.45,7.30,1978,25.51,1.59
J1614-2230,crh+06a ,317.3789419569106,4,abb+18 ,0.24,-0.08,7.85,2006,,0.34
J1614-23,crh+06a ,29.850746,0,crh+06a ,1.08,-0.42,5.54,2006,,
J1614-38,bbb+12 ,2.154708,0,bbb+12 ,0.85,-1.81,3.34,2012,,6.12
J1614-3937,mld+96 ,2.45523930418,4,dsb+98 ,1.52,-3.61,-1.41,1996,1363.63,79.54
B1610-50,jlm+92 ,4.3160405830,14,wmp+00 ,0.02,-2.40,3.94,1992,,108.74
J1614-5144,kbm+03 ,0.6518870223,3,kbm+03 ,-0.06,-2.92,3.10,2003,,6.03
J1614-5402,kbm+03 ,1.74644341015,19,kbm+03 ,-0.23,-2.91,3.45,2003,,8.50
B1612-29,mlt+78 ,0.403621636589,7,hlk+04 ,0.45,-0.36,6.88,1978,9.17,
J1615-5444,kbm+03 ,2.77040791319,4,kbm+03 ,-0.33,-3.48,2.57,2003,,28.01
B1611-55,jlm+92 ,1.26338283175,4,jml+95 ,-0.19,-1.64,5.77,1992,122.11,8.14
J1616-5017,ncb+15 ,2.03506779233,6,ncb+15 ,0.02,-1.59,5.40,2015,,2.06
J1616-5109,mlc+01 ,0.8199450771,5,mlc+01 ,-0.04,-3.19,2.44,2001,,56.31
J1616-5208,mlc+01 ,0.9748195411,3,mlc+01 ,-0.11,-2.87,3.22,2001,,15.89
J1617-4216,ebvb01 ,0.291675609358,12,ebvb01 ,0.75,-2.65,1.76,2001,,14.84
J1617-4608,lfl+06 ,1.76341893386,3,lfl+06 ,0.61,-4.53,-1.59,2006,,18.41
J1617-5055,kcm+98 ,14.4181871,7,kcm+98 ,-0.02,-2.19,4.30,1998,,6.07
J1618-3921,eb01b ,83.42156146922,16,ocg+18 ,0.76,-1.80,3.34,2001,,
J1618-4723,kbm+03 ,4.9127283805,13,kbm+03 ,0.12,-1.30,5.70,2003,,9.55
J1619-42,kek+13 ,0.977372,4,kek+13 ,0.83,-2.91,0.94,2013,,39.85
J1620-4927,pga+12 ,5.81616320951,5,pga+12 ,0.00,-0.00,8.50,2012,,
J1620-5414,hfs+04 ,0.86478237841,6,hfs+04 ,-0.10,-0.97,6.78,2004,,0.51
J1621-5039,mlc+01 ,0.92249225300,13,mlc+01 ,-0.03,-1.77,5.00,2001,,5.53
J1621-5243,kbm+03 ,2.6887203480,5,kbm+03 ,-0.23,-3.04,2.84,2003,,11.16
J1622-3751,bbb+12 ,1.3671236672,10,bbb+12 ,1.70,-3.48,-2.43,2012,,26.91
J1622-4332,lml+98 ,1.09058684516,3,dsb+98 ,0.74,-3.60,-0.55,1998,1527.25,50.59
J1622-4347,lfl+06 ,2.18492568145,4,lfl+06 ,0.37,-1.87,3.84,2006,,4.57
J1622-4802,mlc+01 ,3.7725565538,4,mlc+01 ,0.11,-2.24,3.67,2001,,26.04
J1622-4845,ncb+15 ,1.36037459112,15,ncb+15 ,0.05,-1.82,4.67,2015,,2.70
J1622-4944,mlc+01 ,0.93199433590,18,mlc+01 ,-0.00,-2.38,3.64,2001,,15.22
J1622-4950,lbb+10 ,0.2311059204,8,scs+17 ,-0.01,-2.45,3.50,2010,,148.92
J1622-6617,kjb+12 ,42.33082901464,2,nbb+14 ,-0.81,-2.44,5.37,2012,,9.84
J1623-0841,blr+13 ,1.98801226378,4,jcs+17 ,2.14,0.42,4.39,2013,,
B1620-09,mlt+78 ,0.7834253398860,10,hlk+04 ,11.42,2.05,-13.64,1978,3750.00,375.00
B1620-26,lbb+88 ,90.287332005426,14,tacl99 ,0.49,-0.27,6.79,1988,48.60,5.18
B1620-42,mlt+78 ,2.742804316,4,nmc81 ,1.74,-7.74,-11.55,1978,11156.01,1255.05
J1623-4949,mlc+01 ,1.37791882660,17,mlc+01 ,-0.01,-1.47,5.48,2001,,4.06
J1623-5005,cwp+17 ,11.7547287226,1,cwp+17 ,-0.00,-0.00,8.50,2017,,
J1624-4041,cwp+17 ,5.95730476591,3,cwp+17 ,0.00,-0.00,8.50,2017,,
J1624-4411,lfl+06 ,4.28882534344,6,lfl+06 ,0.21,-1.24,5.41,2006,,5.35
J1624-4613,lfl+06 ,1.1477859251,5,lfl+06 ,0.19,-1.90,4.12,2006,,8.91
J1624-4721,kbm+03 ,2.2285451070,4,kbm+03 ,0.14,-2.30,3.36,2003,,4.75
J1625-4048,mld+96 ,0.42457829519,4,dsb+98 ,0.58,-1.85,3.24,1996,535.03,
J1625-4904,mlc+01 ,2.1723098208,3,mlc+01 ,0.01,-2.24,3.75,2001,,5.51
J1625-4913,kjv+10 ,2.8101233690,4,bbb+12 ,0.00,-2.28,3.71,2010,,5.62
J1626-44,kek+13 ,3.243030,6,kek+13 ,0.47,-3.07,0.79,2013,,20.72
J1626-4537,kbm+03 ,2.70167221107,7,kbm+03 ,0.21,-1.92,3.91,2003,,29.76
J1626-4807,mlc+01 ,3.4021915510,7,mlc+01 ,0.08,-3.11,1.67,2001,,20.87
J1626-6621,bbb+12 ,2.21794520407,5,bbb+12 ,-0.79,-2.28,5.55,2012,,2.90
J1627+1419,fcwa95 ,2.037254332449,9,fcwa95 ,2.68,1.70,5.57,1995,113.84,
J1627-4706,lfl+06 ,7.1050074460,3,lfl+06 ,0.14,-2.57,2.63,2006,,7.40
J1627-4845,kmj+96 ,1.63310459775,3,kmj+96 ,0.01,-2.05,4.07,1996,,11.43
J1627-49,ncb+15 ,1.603391,8,ncb+15 ,-0.07,-2.40,3.51,2015,,3.99
J1627-51,ncb+15 ,2.274361,3,ncb+15 ,-0.10,-1.68,5.15,2015,,1.12
J1627-5547,kbm+03 ,2.8371674699,6,kbm+03 ,-0.42,-2.51,4.14,2003,,16.58
J1627-5936,kjv+10 ,2.8229931851,5,bbb+12 ,-0.44,-1.81,5.67,2010,,18.39
J1627+86,slr+14 ,2.52662,6,slr+14 ,3.69,5.77,11.84,2014,325.16,
J1628-3205,rap+12 ,311.526480,0,rap+12 ,0.24,-0.26,7.33,2012,,
J1628-4804,mlc+01 ,1.15477313105,15,mlc+01 ,0.06,-2.82,2.23,2001,,56.80
J1628-4828,kbm+03 ,0.24168959255,10,kbm+03 ,0.02,-2.79,2.38,2003,,13.13
J1629-3636,bbb+12 ,0.3346504409,11,bbb+12 ,0.60,-1.13,4.47,2012,,3.58
J1629+43,slr+14 ,5.51959,5,slr+14 ,0.37,0.37,8.36,2014,0.93,
J1629-6902,eb01b ,166.64990604074,6,eb01b ,-0.23,-0.59,7.78,2001,,
J1630+37,rap+12 ,301.204819,0,rap+12 ,0.81,0.74,8.06,2012,,
J1630-4719,kbm+03 ,1.78868051524,13,kbm+03 ,0.07,-2.17,3.50,2003,,13.66
B1626-47,jlm+92 ,1.73619728331,7,jml+95 ,0.05,-2.00,3.93,1992,,246.51
J1631-1612,rsm+13 ,1.47561419353,9,rsm+13 ,0.30,0.01,7.72,2013,,
J1631-4155,lfl+06 ,1.81408773956,11,lfl+06 ,0.82,-3.57,-1.65,2006,,22.12
J1632-1013,crh+06a ,1.39346151747,4,crh+06a ,4.34,0.98,-0.92,2006,,16.29
J1632-4509,hfs+04 ,0.9552833060,3,hfs+04 ,0.40,-4.23,-2.16,2004,,21.09
J1632-4621,mlc+01 ,0.585084615090,12,mlc+01 ,0.19,-3.86,-0.83,2001,,81.61
J1632-4757,hfs+04 ,4.37514031974,19,hfs+04 ,0.01,-1.95,4.07,2004,,11.95
J1632-4818,mlc+01 ,1.22932757588,10,mlc+01 ,-0.02,-2.15,3.65,2001,,13.53
J1633-2009,blr+13 ,1.06888190894,7,blr+13 ,0.74,-0.09,6.27,2013,,
B1630-44,jlm+92 ,2.29091559536,3,jml+95 ,0.52,-5.41,-5.39,1992,,578.78
J1633-4805,kbm+03 ,1.4068059721,4,kbm+03 ,-0.01,-2.48,2.85,2003,,8.76
B1629-50,jlm+92 ,2.83976043994,3,jml+95 ,-0.16,-2.57,3.07,1992,,274.51
J1634-49,ncb+15 ,1.45998937296,5,ncb+15 ,-0.30,-4.91,-2.09,2015,,17.73
J1634-5107,lfl+06 ,1.97100259922,5,yws+15 ,-0.29,-3.14,2.02,2006,,2.60
J1634-5640,bbb+12 ,4.4602796054,16,bbb+12 ,-0.58,-2.71,3.79,2012,,8.98
J1635-1511,jbo+09 ,0.84789807494,6,jbo+09 ,0.52,0.05,7.16,2009,,1.04
B1633+24,skk+80 ,2.038708913957,7,hlk+04 ,1.56,1.27,7.14,1980,53.73,2.36
J1635-26,bbb+12 ,1.958864,0,bbb+12 ,2.56,-1.24,-1.65,2012,,
J1635-4513,kbm+03 ,0.6270592823,4,kbm+03 ,0.20,-2.78,1.35,2003,,14.71
J1635-4735,etm+09 ,0.3854191,9,etm+09 ,-0.00,-0.00,8.50,2009,,
J1635-4944,kbm+03 ,1.48817452033,20,kbm+03 ,-0.20,-3.06,1.81,2003,,21.67
B1630-59,mlt+78 ,1.8899259613,4,nmc81 ,-1.04,-3.81,2.47,1978,363.89,93.57
J1636-4440,kel+09 ,4.8391348483,8,kel+09 ,0.39,-4.43,-3.14,2009,,45.02
J1636-4803,kbm+03 ,0.8301208425,3,kbm+03 ,-0.04,-1.88,4.13,2003,,24.92
J1636-4933,kbm+03 ,2.3236006177,3,kbm+03 ,-0.28,-4.21,-0.81,2003,,47.00
J1637-4335,kbm+03 ,1.2964005406,4,kbm+03 ,1.00,-8.47,-15.00,2003,,112.50
J1637-4450,lfl+06 ,3.9546035737,3,lfl+06 ,0.29,-4.06,-2.20,2006,,52.44
B1634-45,jlm+92 ,8.41953585075,4,jml+95 ,0.05,-1.26,5.30,1992,177.50,17.75
J1637-46,kek+13 ,2.028023,9,kek+13 ,0.06,-2.13,3.17,2013,,23.06
J1637-4642,kbm+03 ,6.4923501928,5,kbm+03 ,0.02,-1.67,4.42,2003,,18.09
J1637-4721,kbm+03 ,0.85782319432,15,kbm+03 ,-0.01,-1.71,4.42,2003,,8.21
J1637-4816,kel+09 ,1.1942219218,5,kel+09 ,-0.11,-2.90,1.76,2009,,39.87
J1638-3815,lfl+06 ,1.4321300661,4,lfl+06 ,1.91,-5.14,-9.73,2006,,242.89
J1638-3951,eklk13 ,1.29679780121,14,eklk13 ,1.21,-4.27,-5.47,2013,,45.13
J1638-42,bbb+12 ,1.957330,0,bbb+12 ,1.15,-7.37,-12.93,2012,,
J1638-4344,kbm+03 ,0.89130992945,6,kbm+03 ,0.17,-1.61,4.04,2003,,3.82
J1638-44,ncb+15 ,1.7603878780,10,ncb+15 ,0.34,-4.39,-3.20,2015,,23.44
J1638-4417,hfs+04 ,8.48885259899,6,hfs+04 ,0.36,-4.16,-2.78,2004,,43.42
J1638-4608,kbm+03 ,3.59534677921,8,kbm+03 ,0.04,-1.69,4.25,2003,,9.40
J1638-4725,lfl+06 ,1.3090145,4,lfl+06 ,-0.02,-1.82,4.13,2006,,7.19
J1638-5226,kbm+03 ,2.93683419334,6,kbm+03 ,-0.28,-1.87,4.72,2003,,10.69
J1639-4359,kbm+03 ,1.70195680429,12,kbm+03 ,0.16,-1.67,3.91,2003,,22.00
B1635-45,jlm+92 ,1.88994526950,3,bbb+12 ,0.03,-1.39,4.97,1992,215.46,14.36
J1640+2224,wol95 ,316.12398422451724,19,abb+18 ,0.94,0.78,7.60,1995,,4.59
J1640-4631,gth+14 ,4.843950957,40,gth+14 ,-0.00,-4.71,-3.35,2014,,
J1640-4648,kbm+03 ,5.6068883851,5,kbm+03 ,-0.02,-1.67,4.35,2003,,5.20
B1636-47,jlm+92 ,1.93272256653,8,jml+95 ,-0.04,-1.86,3.96,1992,,37.61
J1640-4951,kbm+03 ,1.35299881667,6,kbm+03 ,-0.38,-4.05,-0.53,2003,,14.73
J1641-2347,ebvb01 ,0.916583201958,14,ebvb01 ,0.23,-0.06,7.61,2001,,1.61
B1639+36A,kapw91 ,96.362234564,6,kapw91 ,4.26,4.21,5.97,1991,126.75,5.92
B1639+36B,and92 ,283.4409,5,and92 ,4.26,4.21,5.97,1992,,0.93
J1641+3627C,hrs+07 ,268.67,8,hrs+07 ,4.26,4.21,5.97,2007,,1.27
J1641+3627D,hrs+07 ,320.72,11,hrs+07 ,4.26,4.21,5.97,2007,,1.01
J1641+3627E,hrs+07 ,402.09,17,hrs+07 ,4.26,4.21,5.97,2007,,0.42
J1643-1224,lnl+95 ,216.373337179973,9,rhc+16 ,0.27,0.07,7.81,1995,41.07,2.63
J1643-4505,lfl+06 ,4.2126001234,3,lfl+06 ,0.05,-1.64,4.05,2006,,10.11
J1643-4522,kbm+03 ,0.74189508944,7,kbm+03 ,0.03,-1.62,4.17,2003,,2.35
J1643-4550,kbm+03 ,1.39371250856,4,kbm+03 ,0.01,-1.56,4.41,2003,,6.52
J1644-44,kek+13 ,5.750081,7,kek+13 ,0.17,-3.14,-0.38,2013,,35.49
B1641-45,kac+73 ,2.19751350054,5,smd93 ,-0.02,-1.60,4.29,1973,7593.75,6075.00
J1644-46,kek+13 ,3.9850068,16,kek+13 ,-0.03,-1.55,4.51,2013,,14.65
J1644-4657,eklk13 ,7.938887556,3,eklk13 ,-0.10,-2.49,2.20,2013,,27.12
B1642-03,ht69 ,2.57938244186,4,hlk+04 ,0.58,0.29,7.35,1969,684.76,20.04
J1645+1012,fcwa95 ,2.433914834963,6,fcwa95 ,2.11,1.54,5.57,1995,35.34,
J1646-2142,rap+12 ,170.940171,0,rap+12 ,0.25,-0.03,7.56,2012,,
J1646-4308,kbm+03 ,1.1895132775,5,kbm+03 ,0.39,-5.09,-6.80,2003,,85.86
B1643-43,jlm+92 ,4.3177272236,17,jml+95 ,0.11,-2.02,2.59,1992,,48.83
J1646-5123,lfl+06 ,1.88652475351,7,lfl+06 ,-0.75,-4.58,-1.45,2006,,20.50
B1641-68,mlt+78 ,0.56003231713,19,nmc81 ,-0.32,-0.74,7.56,1978,35.36,7.53
J1647-3607,bb10 ,4.7099515469,12,bbb+12 ,1.60,-3.54,-6.94,2010,,50.69
J1647-4552,mcc+06 ,0.0942448774,11,wkg+11 ,-0.00,-0.00,8.50,2006,,
J1647+66,slr+14 ,0.625071,20,slr+14 ,1.28,1.69,8.71,2014,14.97,
J1648-3256,mld+96 ,1.389941423107,4,dsb+98 ,0.91,-1.21,1.94,1996,498.22,31.71
J1648-4458,kbm+03 ,1.5882304862,3,kbm+03 ,0.00,-1.86,3.30,2003,,16.76
J1648-4611,kbm+03 ,6.0624553535,4,kbm+03 ,-0.06,-1.57,4.32,2003,,12.13
J1648-6044,kjv+10 ,1.71301809003,15,bbb+12 ,-0.98,-2.89,3.84,2010,,21.72
J1649+2533,fcwa95 ,0.9849718978,5,lwf+04 ,15.08,14.26,-5.44,1995,4625.00,
J1649-3805,lfl+06 ,3.81641963682,9,lfl+06 ,0.65,-2.16,-0.04,2006,,124.75
J1649-3935,ncb+15 ,1.29716868462,3,ncb+15 ,0.78,-3.57,-4.44,2015,,9.05
J1649-4349,mlc+01 ,1.14848595852,9,mlc+01 ,0.05,-1.41,4.32,2001,,14.59
J1649-4653,kbm+03 ,1.7952716775,4,kbm+03 ,-0.12,-1.78,3.87,2003,,9.10
J1649-4729,mlc+01 ,3.3591743451,5,mlc+01 ,-0.44,-5.24,-4.84,2001,,59.63
J1649-5553,ebvb01 ,1.62980401915,19,ebvb01 ,-1.44,-5.39,-1.68,2001,,188.71
J1649+80,slr+14 ,494.7806,4,slr+14 ,1.57,2.35,9.53,2014,37.15,
J1650-1654,mld+96 ,0.571574977551,10,hlk+04 ,0.31,0.05,7.50,1996,14.33,1.21
J1650-4126,kbm+03 ,3.23710835821,4,kbm+03 ,0.17,-1.40,3.84,2003,,6.88
J1650-4341,kbm+03 ,3.23207912775,5,kbm+03 ,0.05,-1.68,3.44,2003,,7.39
J1650-4502,mlc+01 ,2.6255691627,3,mlc+01 ,-0.02,-1.30,4.80,2001,,9.37
J1650-4601,cwp+17 ,7.8664037135,1,cwp+17 ,-0.00,-0.00,8.50,2017,,
J1650-4921,lfl+06 ,6.39388775033,4,lfl+06 ,-0.29,-2.05,3.61,2006,,8.18
B1648-17,mlt+78 ,1.027333553063,5,hlk+04 ,0.24,0.04,7.70,1978,6.35,0.21
B1648-42,mlt+78 ,1.18472089260,13,smd93 ,0.08,-1.57,3.54,1978,2704.00,578.66
J1651-4519,kbm+03 ,1.9325792514,8,kbm+03 ,-0.06,-1.69,3.73,2003,,13.83
B1647-52,mlt+78 ,1.5746643399,3,nmc81 ,-0.57,-2.64,2.83,1978,907.08,161.70
B1647-528,mlt+78 ,1.1229218058,6,nmc81 ,-0.56,-2.48,3.29,1978,403.68,111.01
J1651-7642,jbo+09 ,0.56969958858,6,jbo+09 ,-3.15,-6.11,2.36,2009,,59.51
J1652-1400,jbo+09 ,3.27388977245,4,jbo+09 ,0.19,0.06,7.93,2009,,0.14
B1649-23,mlt+78 ,0.5869443142906,17,hlk+04 ,0.73,-0.15,5.21,1978,104.48,18.17
J1652+2651,fcwa95 ,1.09193730211,6,lwf+04 ,15.03,14.71,-5.02,1995,7062.50,
J1652-4406,kkl+11 ,0.12974909238,7,kkl+11 ,-0.01,-1.62,3.65,2011,,
J1652-48,kek+13 ,264.19215,3,kek+13 ,-0.23,-1.65,4.44,2013,,52.03
J1653-2054,btb+15 ,242.18087063654,12,btb+15 ,0.65,-0.00,5.95,2015,,1.11
B1650-38,jlm+92 ,3.27828740321,4,jml+95 ,0.31,-1.33,3.22,1992,,59.41
J1653-4030,lfl+06 ,0.98099656939,15,lfl+06 ,0.63,-4.62,-8.08,2006,,118.61
J1653-4249,mlc+01 ,1.63249783074,12,mlc+01 ,0.05,-1.34,4.22,2001,,30.11
J1653-4315,kbm+03 ,2.3850424939,6,kbm+03 ,0.03,-1.22,4.69,2003,,8.48
J1653-4854,kbm+03 ,0.32684976680,6,kbm+03 ,-0.86,-5.71,-5.58,2003,,41.70
J1654-23,bb10 ,1.83365211,11,kkl+11 ,0.88,-0.15,4.53,2010,,
J1654-2713,lml+98 ,1.26290939372,3,hlk+04 ,0.88,-0.43,3.66,1998,219.63,7.32
J1654-3710,lfl+06 ,1.06477508236,3,lfl+06 ,1.33,-4.22,-10.00,2006,,79.59
J1654-4140,kbm+03 ,0.78496316660,8,kbm+03 ,0.10,-1.31,4.04,2003,,15.35
J1654-4245,kel+09 ,0.9078078525,6,kel+09 ,0.11,-3.18,-1.75,2009,,16.12
J1655-3048,ebvb01 ,1.84183813866,4,ebvb01 ,1.47,-1.43,-2.00,2001,,251.88
J1655-3844,eklk13 ,0.83791449172,10,eklk13 ,0.97,-4.59,-9.99,2013,,91.01
J1656+00,dsm+16 ,0.667624,0,dsm+16 ,1.70,1.18,5.14,2016,,
J1656-3621,lfl+06 ,1.36961215431,3,lfl+06 ,0.80,-2.23,-1.99,2006,,33.51
J1657-4432,kbm+03 ,1.64040072874,11,kbm+03 ,-0.08,-1.43,4.17,2003,,7.90
J1658-4306,kbm+03 ,0.8573028021,4,kbm+03 ,-0.02,-1.54,3.48,2003,,22.05
J1658-47,ncb+15 ,2.707350,11,ncb+15 ,-1.13,-8.11,-13.46,2015,,98.90
J1658-4958,hfs+04 ,2.39880767693,6,hfs+04 ,-0.48,-2.31,2.89,2004,,59.34
J1658-5324,kcj+12 ,409.95436264371,4,ckr+15 ,-0.10,-0.37,7.71,2012,,0.54
B1657-13,dtws85 ,1.560164141185,11,hlk+04 ,0.15,0.06,8.05,1985,1.45,
J1659-4316,kbm+03 ,2.10800829679,14,kbm+03 ,-0.05,-1.46,3.73,2003,,5.23
J1659-4439,kbm+03 ,2.83051151693,13,kbm+03 ,-0.30,-3.94,-3.55,2003,,67.53
J1700-3312,mld+96 ,0.736210585862,5,hlk+04 ,0.71,-1.14,1.23,1996,1146.85,87.38
J1700-3611,lfl+06 ,0.66930344771,7,lfl+06 ,0.59,-1.82,-0.58,2006,,68.89
J1700-3919,hfs+04 ,1.78411007426,5,hfs+04 ,0.37,-2.79,-2.82,2004,,31.27
J1700-4012,lfl+06 ,3.52370931957,13,lfl+06 ,0.14,-1.66,2.09,2006,,5.70
J1700-4422,kjv+10 ,1.3235647032,6,bbb+12 ,-0.18,-2.33,1.22,2010,,17.56
J1700-4939,kbm+03 ,1.72901662205,12,kbm+03 ,-1.22,-5.76,-5.76,2003,,40.47
J1701-3006A,dlm+01 ,190.78267088868,11,lfrj12 ,0.90,-0.78,1.55,2001,,19.88
J1701-3006B,pdm+03 ,278.2529621831,3,lfrj12 ,0.90,-0.78,1.55,2003,,14.91
J1701-3006C,pdm+03 ,131.35687282698,12,lfrj12 ,0.90,-0.78,1.55,2003,,14.91
J1701-3006D,cha03 ,292.58840407111,15,lfrj12 ,0.90,-0.78,1.55,2003,,
J1701-3006E,cha03 ,309.2397115125,7,lfrj12 ,0.90,-0.78,1.55,2003,,
J1701-3006F,cha03 ,435.7816702574,6,lfrj12 ,0.90,-0.78,1.55,2003,,
J1701-3130,ebvb01 ,3.432398403432,15,ebvb01 ,0.58,-0.68,3.34,2001,,
